culture,condition,compression_ratio_nodes,compression_ratio_edges,longest_path_ratio,density_diff,avg_degree_diff
german,cross_culture,0.8766077420471545,0.8760609605095558,0.8760609605095558,0.0020864120179556805,-0.00417282403591133
german,same_culture,1.1141359513599416,1.1165433634299275,1.1165433634299275,-0.00161981713881426,0.00323963427762854
native american,cross_culture,0.6156288150311273,0.6092424461367167,0.6092424461367167,0.01134485109171475,-0.022689702183429562
native american,same_culture,0.9457105672596609,0.9451105557797529,0.9451105557797529,0.000937019862631,-0.00187403972526198
persian,cross_culture,0.7007811235747818,0.7001797919088965,0.7001797919088965,0.00452227258051667,-0.009044545161033429
persian,same_culture,0.9021339154053578,0.9037532572950259,0.9037532572950259,-0.00060580685628942,0.00121161371257884
